id,recipe_name,Category,url,prep_time,cuisine_path,cook_time,total_time,servings,yield,ingredients,directions,rating,nutrition,timing,img_src
86,Banana Cake,vegetarian,https://www.allrecipes.com/recipe/8333/banana-cake-vi/,30 mins,/Desserts/Fruit Desserts/Banana Dessert Recipes/,1 hrs,2 hrs 15 mins,18,1 9x13-inch cake,"1 ½ cups mashed bananas, 2 teaspoons lemon juice, 3 cups all-purpose flour, 1 ½ teaspoons baking soda, ¼ teaspoon salt, 2 ⅛ cups white sugar, ¾ cup butter, 3  eggs, 2 teaspoons vanilla extract, 1 ½ cups buttermilk","Preheat the oven to 275 degrees F (135 degrees C). Grease and flour a 9x13-inch pan.
Make cake: Mix mashed bananas with lemon juice in a small bowl. Mix flour, baking soda, and salt in a medium bowl.
Cream sugar and butter in a large bowl until light and fluffy, 3 to 4 minutes. Beat in eggs one at a time, then stir in vanilla. Beat in flour mixture alternately with buttermilk. Stir in banana mixture. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 1 hour. Remove cake from the oven and place it directly into the freezer for 45 minutes. This will make the cake very moist.
Meanwhile, make frosting: Cream butter and cream cheese until smooth. Beat in vanilla. Add confectioners sugar and beat on low speed until combined, then on high until frosting is smooth.
Spread frosting on cooled cake.









",4.8,"Total Fat 18g 24%, Saturated Fat 11g 57%, Cholesterol 79mg 26%, Sodium 299mg 13%, Total Carbohydrate 69g 25%, Dietary Fiber 1g 4%, Total Sugars 50g, Protein 5g, Vitamin C 2mg 11%, Calcium 47mg 4%, Iron 1mg 7%, Potassium 153mg 3%","Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 45 mins, Total Time: 2 hrs 15 mins, Servings: 18, Yield: 1 9x13-inch cake",https://www.allrecipes.com/thmb/HD83yqf3Yywm-0QNexrWNdMDWLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/848894-6fbcd8a46aaf4db593e8fb78d368dec7.jpg
87,Chocolate Banana Peanut Butter Protein Shake,vegetarian,https://www.allrecipes.com/recipe/244959/chocolate-banana-peanut-butter-protein-shake/,10 mins,/Drinks Recipes/Shakes and Floats Recipes/Chocolate/,,10 mins,1,,"6  ice cubes, 1 cup milk, 1  banana, 1 scoop chocolate-flavored protein powder, 2 tablespoons peanut butter, 1 tablespoon honey, 1 teaspoon unsweetened cocoa powder, or more to taste","Blend ice cubes, milk, banana, protein powder, peanut butter, honey, and cocoa powder together in a blender until smooth.",4.8,"Total Fat 23g 29%, Saturated Fat 7g 37%, Cholesterol 60mg 20%, Sodium 341mg 15%, Total Carbohydrate 67g 24%, Dietary Fiber 6g 22%, Total Sugars 46g, Protein 31g, Vitamin C 11mg 55%, Calcium 313mg 24%, Iron 1mg 7%, Potassium 1041mg 22%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",https://www.allrecipes.com/thmb/o_l87oGIqY71mamvxApxRV8-47I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3618581-b0054e8d05ca4231a3e11626e381d82c.jpg
88,Banana Pudding,vegetarian,https://www.allrecipes.com/recipe/21398/banana-pudding-iv/,30 mins,/Desserts/Custards and Puddings/Pudding/,,3 hrs 30 mins,12,1 (9x13-inch) dish,"1 (8 ounce) package cream cheese, at room temperature , 1 (14 ounce) can sweetened condensed milk, 1 (5 ounce) package instant vanilla pudding mix, 3 cups cold skim milk, 1 teaspoon vanilla extract, 1 (8 ounce) container frozen whipped topping, thawed, ½ (12 ounce) package vanilla wafers, 4  bananas, sliced","Beat cream cheese in a large bowl until fluffy. Beat in condensed milk, then pudding mix. Gradually mix in cold milk until smooth, followed by vanilla. Fold in 1/2 of the whipped topping.
Line the bottom of a 9x13-inch dish with vanilla wafers. Arrange sliced bananas evenly on top. Cover with pudding mixture. Top with remaining whipped topping.
Cover and chill in the refrigerator for at least 3 hours before serving.









",4.8,"Total Fat 15g 20%, Saturated Fat 10g 49%, Cholesterol 33mg 11%, Sodium 334mg 15%, Total Carbohydrate 55g 20%, Dietary Fiber 1g 5%, Total Sugars 37g, Protein 7g, Vitamin C 4mg 22%, Calcium 191mg 15%, Iron 1mg 4%, Potassium 397mg 8%","Prep Time: 30 mins, Additional Time: 3 hrs, Total Time: 3 hrs 30 mins, Servings: 12, Yield: 1 (9x13-inch) dish",https://www.allrecipes.com/thmb/SIk29GwU_8MkL0uv01TNrYfrX9s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9140524-6a756f53e75a4933a42ca2079ca17b68.jpg
89,Banana Sour Cream Bread,vegetarian,https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/,10 mins,/Bread/Quick Bread Recipes/Fruit Bread Recipes/Banana Bread/,1 hrs,1 hrs 10 mins,32,4 7x3-inch loaves,"3 ¼ cups white sugar, divided, 3 teaspoons ground cinnamon, divided, ¾ cup butter, 6  very ripe bananas, mashed, 1 (16 ounce) container sour cream, 3  eggs, 2 teaspoons vanilla extract, 4 ½ cups all-purpose flour, 3 teaspoons baking soda, ½ teaspoon salt, 1 cup chopped walnuts (Optional)","Preheat the oven to 300 degrees F (150 degrees C). Grease four 7x3-inch loaf pans.
Mix 1/4 cup sugar and 1 teaspoon cinnamon together in a small bowl until well combined; dust the greased pans lightly with sugar mixture.
Beat remaining 3 cups sugar and butter together in a large bowl with an electric mixer until smooth. Add mashed bananas, sour cream, eggs, vanilla, and remaining 2 teaspoons cinnamon; continue to beat until well-blended. Add flour, baking soda, and salt; mix until just combined. Stir in walnuts and divide batter evenly into the prepared pans.
Bake in the preheated oven until a toothpick inserted in center comes out clean, about 1 hour.









",4.8,"Total Fat 10g 13%, Saturated Fat 5g 25%, Cholesterol 35mg 12%, Sodium 200mg 9%, Total Carbohydrate 40g 15%, Dietary Fiber 1g 5%, Total Sugars 23g, Protein 4g, Vitamin C 2mg 11%, Calcium 30mg 2%, Iron 1mg 6%, Potassium 144mg 3%","Prep Time: 10 mins, Cook Time: 1 hrs, Total Time: 1 hrs 10 mins, Servings: 32, Yield: 4 7x3-inch loaves",https://www.allrecipes.com/thmb/3m8b7xHsXy_xguNbqIyMyWIjkZc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087773-d591b4857c5c4131b521e28507a48d74.jpg
90,Easy Kids' Recipe for Fluffy Banana Cookies,vegetarian,https://www.allrecipes.com/recipe/258838/easy-kids-recipe-for-fluffy-banana-cookies/,10 mins,/Desserts/Fruit Desserts/Banana Dessert Recipes/,15 mins,25 mins,12,1 9x13-inch baking sheet,"2  ripe bananas, mashed, or more to taste, 1 ½ cups all-purpose flour, ½ cup white sugar, or more to taste, ¼ cup butter, melted, ¼ cup chopped walnuts (Optional), 1  egg, 1 teaspoon baking soda, ¼ teaspoon salt, 1 tablespoon white sugar","Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.
Place bananas, flour, 1/2 cup sugar, butter, walnuts, egg, baking soda, and salt in a bowl. Mix until well combined. Drop 3 tablespoonfuls of dough 2 to 3 inches apart onto baking sheet. Sprinkle 1 tablespoon sugar on top.
Bake in the preheated oven until golden brown and edges are set, 15 to 20 minutes.",4.8,"Total Fat 6g 8%, Saturated Fat 3g 14%, Cholesterol 24mg 8%, Sodium 186mg 8%, Total Carbohydrate 26g 10%, Dietary Fiber 1g 4%, Total Sugars 12g, Protein 3g, Vitamin C 2mg 9%, Calcium 9mg 1%, Iron 1mg 5%, Potassium 104mg 2%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 12, Yield: 1 9x13-inch baking sheet",https://www.allrecipes.com/thmb/gQNz6ueIcUjLdOHYLeY5D8Oe61s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5416225-7bec631fefb7493395bc541d649bc96a.jpg
91,PHILADELPHIA® Fruit Pizza,vegan,https://www.allrecipes.com/recipe/136145/philadelphia-fruit-pizza/,15 mins,/Desserts/,,2 hrs 59 mins,12,12 wedges,"1 (16.5 ounce) package refrigerated sliceable sugar cookies, sliced, 1 (8 ounce) package PHILADELPHIA Cream Cheese, softened, ¼ cup sugar, ½ teaspoon vanilla, 4 cups assorted cut-up fruit (kiwi, strawberries, blueberries, drained canned mandarin oranges), ¼ cup apricot preserves, pressed through sieve to remove lumps, 1 tablespoon water","Heat oven to 375 degrees F.
Line 12-inch pizza pan with foil; spray with cooking spray. Arrange cookie dough slices in single layer in prepared pan; press together to form crust. Bake 14 min.; cool completely. Invert onto plate; carefully remove foil. Turn crust over.
Beat cream cheese, sugar and vanilla with mixer until well blended. Spread over crust.
Top with fruit. Mix preserves and water; brush over fruit. Refrigerate 2 hours.",4.9,"Total Fat 15g 20%, Saturated Fat 6g 29%, Cholesterol 25mg 8%, Sodium 218mg 9%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 4%, Total Sugars 17g, Protein 3g, Vitamin C 30mg 149%, Calcium 9mg 1%, Iron 1mg 7%, Potassium 91mg 2%","Prep Time: 15 mins, Additional Time: 2 hrs 44 mins, Total Time: 2 hrs 59 mins, Servings: 12, Yield: 12 wedges",https://www.allrecipes.com/thmb/T6TShEbBFgrhBloa0FAIRILF0lc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6678575-042e87d4167e49d5aa346bc145694080.jpg
92,Fruit Pizza Even Better,vegetarian,https://www.allrecipes.com/recipe/228837/fruit-pizza-even-better/,30 mins,/Desserts/Specialty Dessert Recipes/Fruit Pizza Recipes/,15 mins,1 hrs 15 mins,16,,"  butter-flavored cooking spray, 2 cups all-purpose flour, ½ cup confectioners' sugar, 1 cup cold butter, 1 (8 ounce) package cream cheese, softened, ⅓ cup white sugar, 1 teaspoon almond extract, 2 cups sliced fresh strawberries, 1 cup fresh blueberries, 1  kiwi, peeled and sliced, 1 cup unsweetened pineapple juice, ½ cup white sugar, 2 tablespoons cornstarch, 1 teaspoon lemon juice","Preheat the oven to 350 degrees F (175 degrees C). Lightly spray a 12-inch round pizza pan with butter-flavored cooking spray.
Combine flour and confectioners' sugar in a bowl. Cut in butter with a knife or pastry blender until the mixture resembles coarse crumbs. Press into the prepared pizza pan to make a crust.
Bake in the preheated oven until very lightly browned, 12 to 15 minutes. Cool on a wire rack.
Beat cream cheese, 1/3 cup white sugar, and almond extract until smooth; spread over completely cooled crust. Arrange strawberries, blueberries, and kiwi decoratively over cream cheese mixture.
Mix pineapple juice, 1/2 cup white sugar, cornstarch, and lemon juice in a saucepan until smooth; bring to a boil. Cook and stir until thickened, about 2 minutes. Cool slightly and drizzle over fruit. Refrigerate until chilled.",4.8,"Total Fat 17g 21%, Saturated Fat 10g 52%, Cholesterol 46mg 15%, Sodium 124mg 5%, Total Carbohydrate 33g 12%, Dietary Fiber 1g 4%, Total Sugars 18g, Protein 3g, Vitamin C 19mg 96%, Calcium 25mg 2%, Iron 1mg 6%, Potassium 111mg 2%","Prep Time: 30 mins, Cook Time: 15 mins, Additional Time: 30 mins, Total Time: 1 hrs 15 mins, Servings: 16",https://www.allrecipes.com/thmb/ap1hP0ErQBVF1FjNFMxjIENPpy4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/999063-ce0dbe7140c947fdabcb30d249903eb0.jpg
93,Fresh Fruit Tart with Mascarpone,vegetarian,https://www.allrecipes.com/recipe/273048/fresh-fruit-tart-with-mascarpone/,30 mins,/Desserts/Pies/Tarts/Fruit Tart Recipes/,15 mins,45 mins,16,2 9-inch tarts,"2 cups all-purpose flour, 1 cup butter, softened, ½ cup white sugar","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease 2 tart pans.
Blend flour, butter, and sugar together in a bowl using an electric mixer until combined. Divide mixture evenly and press into the bottoms of the prepared tart pans.
Bake in the preheated oven until golden brown, 12 to 15 minutes. Let cool completely.
While crusts are cooling, beat cream cheese, mascarpone cheese, sugar, vanilla extract, nutmeg, and cinnamon together in a bowl using an electric mixer until light and fluffy. Spread mixture over cooled crusts. Arrange strawberries, blackberries, and kiwis on tart in desired design.
Mix sugar and cornstarch together in a small saucepan. Pour in water and lemon juice. Cook over medium heat until clear and thick, about 2 minutes. Let glaze cool completely.
Glaze the entire top of each tart gently using a pastry brush.",5,"Total Fat 23g 30%, Saturated Fat 14g 70%, Cholesterol 63mg 21%, Sodium 132mg 6%, Total Carbohydrate 43g 16%, Dietary Fiber 2g 8%, Total Sugars 28g, Protein 4g, Vitamin C 28mg 141%, Calcium 51mg 4%, Iron 1mg 6%, Potassium 141mg 3%","Prep Time: 30 mins, Cook Time: 15 mins, Total Time: 45 mins, Servings: 16, Yield: 2 9-inch tarts",https://www.allrecipes.com/thmb/UZyuCXyWRAGl8lXW-pJjjsnc2II=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4520854-1c7bb16a86124f80bc7a17c9f16535e0.jpg
94,Char Siu (Chinese Barbeque Pork),meat,https://www.allrecipes.com/recipe/257428/char-siu-chinese-barbeque-pork/,15 mins,/Cuisine/Asian/Chinese/,1 hrs 10 mins,2 days 1 hrs 25 mins,4,4 servings,"2 tablespoons honey, 2 tablespoons Shaoxing cooking wine, 1 tablespoon hoisin sauce, 1 tablespoon pureed kiwi, 1 tablespoon Chinese dark soy sauce, 1 tablespoon Thai chile sauce, 2 cloves garlic, grated, 2 teaspoons oyster sauce, ½ teaspoon Chinese five-spice powder, 1 ½ pounds pork belly, skin removed","Mix honey, cooking wine, hoisin sauce, kiwi, dark soy sauce, chile sauce, garlic, oyster sauce, and five-spice powder together in a large resealable plastic bag. Add pork belly. Seal bag, pressing out as much air as possible.
Place bag on a plate and marinate pork belly in the refrigerator, flipping occasionally, for at least 2 days.
Preheat oven to 275 degrees F (135 degrees C) with a rack in the upper third of the oven. Set a wire rack on a rimmed baking sheet.
Place pork belly on the wire rack, reserving marinade.
Bake pork belly in the preheated oven until the internal temperature reaches 160 degrees F (71 degrees C), about 1 hour. Remove pork belly from the oven; baste with reserved marinade.
Move oven rack to the top position and preheat the oven's broiler.
Broil pork until it is dark and glossy and the edges start to blacken, about 5 minutes. Flip and baste on the second side. Continue broiling until second side darkens and starts to blacken, about 5 minutes more. Slice with a sharp knife.",5,"Total Fat 24g 30%, Saturated Fat 8g 39%, Cholesterol 62mg 21%, Sodium 1809mg 79%, Total Carbohydrate 13g 5%, Dietary Fiber 0g 1%, Total Sugars 10g, Protein 21g, Vitamin C 5mg 23%, Calcium 15mg 1%, Iron 1mg 7%, Potassium 345mg 7%","Prep Time: 15 mins, Cook Time: 1 hrs 10 mins, Additional Time: 2 days, Total Time: 2 days 1 hrs 25 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/AX8NCGAiv5yQWFouOv7G2pKTGaE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4513143-b7c407dd186d4db08e4ae981aec21d15.jpg
95,Simple Strawberry Salsa,vegetarian,https://www.allrecipes.com/recipe/238427/simple-strawberry-salsa/,15 mins,/Appetizers and Snacks/Dips and Spreads Recipes/Fruit Dip/,,45 mins,10,10 servings,"1 tablespoon lemon juice, 1 ½ teaspoons white sugar, 1 cup finely chopped strawberries, 1 (8 ounce) can unsweetened crushed pineapple, drained, 3  kiwis, peeled and finely chopped, 1  naval orange, peeled and cut into small pieces","Stir lemon juice and sugar together in a bowl to dissolve the sugar; add strawberries, pineapple, kiwis, and orange pieces and stir to coat in the lemon juice mixture.
Cover bowl with plastic wrap and refrigerate at least 30 minutes.",5,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 11g 4%, Dietary Fiber 2g 6%, Total Sugars 8g, Protein 1g, Vitamin C 42mg 211%, Calcium 20mg 2%, Iron 0mg 1%, Potassium 154mg 3%","Prep Time: 15 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/y63gYRYjghFbC1if0TEbAYfm09Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2220499-b93fbb5c1e3e4865b6662a7caae4e160.jpg
96,Fruit Pizza Trifles To Go,vegetarian,https://www.allrecipes.com/recipe/218710/fruit-pizza-trifles-to-go/,30 mins,/Desserts/Specialty Dessert Recipes/Trifle Recipes/,,1 hrs,25,25 trifles,"4 (8 ounce) packages reduced-fat cream cheese, softened, 2 cups brown sugar, 4 teaspoons vanilla extract, 1 pound fresh strawberries, coarsely chopped , 1  fresh pineapple - peeled, cored and chopped, 1 pound seedless grapes, halved, 1 pint blueberries, 25  clear, plastic (10 ounce) cups, 12  sugar cookies, crushed, 2  kiwis, peeled and sliced","Mix cream cheese, brown sugar, and vanilla extract in a bowl until smooth. Refrigerate until cold, about 30 minutes.
In a separate bowl, lightly mix together the chopped strawberries, pineapple, grapes, and the blueberries.
Scoop about 3 tablespoons of the cream cheese mixture into the bottom of each plastic cup to make a half-inch thick layer. Spoon enough mixed fruit on top of the cream cheese to make a 2-inch layer, about 1/3 cup. Top the fruit with a teaspoon or two of crumbled sugar cookies. Garnish each trifle with a kiwi slice. Refrigerate until serving time.",4.8,"Total Fat 8g 11%, Saturated Fat 5g 23%, Cholesterol 24mg 8%, Sodium 138mg 6%, Total Carbohydrate 34g 12%, Dietary Fiber 2g 7%, Total Sugars 23g, Protein 5g, Vitamin C 46mg 228%, Calcium 67mg 5%, Iron 1mg 7%, Potassium 231mg 5%","Prep Time: 30 mins, Additional Time: 30 mins, Total Time: 1 hrs, Servings: 25, Yield: 25 trifles",https://www.allrecipes.com/thmb/XS7Ysoaa5LQdCLJCC-SLAvPSj3E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4755055-0ff40856a3f64cc0b214c0c524636be5.jpg
97,Tart Tropical Parfait,vegan,https://www.allrecipes.com/recipe/285020/tart-tropical-parfait/,5 mins,/Desserts/Specialty Dessert Recipes/Parfait Recipes/,,5 mins,1,1 parfait,"1 (5.3 ounce) container low-fat vanilla Greek yogurt, ½ cup chopped kiwi, 2 tablespoons chopped macadamia nuts, 1 teaspoon agave nectar, 1 teaspoon chopped fresh mint","Spoon 1/3 cup yogurt into a 6- to 8-ounce parfait glass or jar. Top yogurt with 1/2 of the kiwi, 1/2 of the macadamia nuts, 1/2 of the agave. Repeat layers with the remaining yogurt, kiwi, nuts, and agave. Top parfait with mint.",5,"Total Fat 13g 17%, Saturated Fat 2g 11%, Cholesterol 9mg 3%, Sodium 74mg 3%, Total Carbohydrate 37g 13%, Dietary Fiber 4g 16%, Total Sugars 28g, Protein 15g, Vitamin C 83mg 413%, Calcium 46mg 4%, Iron 1mg 5%, Potassium 339mg 7%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1, Yield: 1 parfait",https://www.allrecipes.com/thmb/RsFsSIETjBv5YlmZoZQbnMlLBT4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9314803-c93055df2b164632a81c231ca4a35882.jpg
98,Grilled Tilapia with Mango Salsa,meat,https://www.allrecipes.com/recipe/166771/grilled-tilapia-with-mango-salsa/,45 mins,/Seafood/Fish/Tilapia/,10 mins,1 hrs 55 mins,2,,"⅓ cup extra-virgin olive oil, 1 tablespoon lemon juice, 1 tablespoon minced fresh parsley, 1 clove garlic, minced, 1 teaspoon dried basil, 1 teaspoon ground black pepper, ½ teaspoon salt, 2 (6 ounce) tilapia fillets","Prepare the fish: Whisk together olive oil, lemon juice, parsley, garlic, basil, black pepper, and salt in a bowl and pour into a resealable plastic bag. Add tilapia fillets, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator for 1 hour.
Meanwhile, make the salsa: Combine mango, bell pepper, jalapeño pepper, red onion, and cilantro in a bowl. Add lime and lemon juices and toss well. Season to taste with salt and pepper. Refrigerate until ready to serve.
Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Remove tilapia from the marinade and shake off excess. Discard remaining marinade. Grill fillets until fish is no longer translucent in the center and flakes easily with a fork, 3 to 4 minutes per side, depending on the thickness of the fillets.
Serve tilapia topped with mango salsa.









",4.8,"Total Fat 40g 52%, Saturated Fat 6g 29%, Cholesterol 62mg 21%, Sodium 697mg 30%, Total Carbohydrate 33g 12%, Dietary Fiber 4g 16%, Total Sugars 25g, Protein 36g, Vitamin C 102mg 511%, Calcium 100mg 8%, Iron 1mg 8%, Potassium 1123mg 24%","Prep Time: 45 mins, Cook Time: 10 mins, Additional Time: 1 hrs, Total Time: 1 hrs 55 mins, Servings: 2",https://www.allrecipes.com/thmb/3sQNyh6dASfBtJm9lQjkG-XzYYI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6534593-1ef42c04c06e4a4582df0395ccc68d91.jpg
99,Jicama Mango Salad with Cilantro and Lime,vegan,https://www.allrecipes.com/recipe/233495/jicama-mango-salad-with-cilantro-and-lime/,30 mins,/Salad/Vegetable Salad Recipes/,,45 mins,8,8 servings,"1 large jicama, peeled and cut into matchsticks, 1 small red bell pepper, cut into matchsticks, 1 large firm mango, peeled and cut into matchsticks, ½  red onion, cut into matchsticks","Toss jicama, red pepper, mango, and red onion together in a large bowl. Set aside.
Stir cilantro, lime juice, honey, salt, and cayenne pepper together in a bowl.
Pour the cilantro mixture over the jicama mixture and toss to coat. Cover the bowl with plastic wrap and refrigerate for at least 15 minutes.",4.9,"Total Fat 0g 0%, Saturated Fat 0g 1%, Sodium 300mg 13%, Total Carbohydrate 32g 11%, Dietary Fiber 9g 32%, Total Sugars 18g, Protein 2g, Vitamin C 58mg 292%, Calcium 32mg 2%, Iron 1mg 7%, Potassium 354mg 8%","Prep Time: 30 mins, Additional Time: 15 mins, Total Time: 45 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/wbDkNIUEYGgAXGsN3JqJ1aVZM1k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5268357-08a9b525dded4e65bb620f76bbe3e3ca.jpg
100,Healthy Fish Tacos with Mango Salsa,meat,https://www.allrecipes.com/recipe/233899/healthy-fish-tacos-with-mango-salsa/,20 mins,/Cuisine/Latin American/Mexican/,15 mins,1 hrs 35 mins,8,8 tacos,"1  mango - peeled, seeded, and chopped, 2  avocados - peeled, pitted, and chopped, 1 cup chopped tomato, ½ cup diced red onion, ½ cup diced red pepper, 2 tablespoons chopped fresh flat-leaf parsley, 2 tablespoons canola oil, 2 tablespoons brown sugar, 1  lime, juiced, 1 teaspoon cider vinegar, 1 dash hot pepper sauce, or to taste,   salt and ground black pepper to taste, 8  taco shells, 4 (6 ounce) mahi mahi fillets, cut into 1-inch slices, 1 teaspoon ground black pepper, 1 teaspoon paprika, ½ teaspoon salt, 2 tablespoons olive oil","Stir mango, avocado, tomato, red onion, red pepper, parsley, canola oil, brown sugar, lime juice, cider vinegar, hot pepper sauce, salt, and ground black pepper together in a bowl. Refrigerate salsa for at least 1 hour.
Preheat oven to 325 degrees F (165 degrees C).
Heat taco shells in preheated oven until crisp, about 5 minutes.
Season mahi mahi with 1 teaspoon ground black pepper, paprika, and 1/2 teaspoon salt.
Heat olive oil in a skillet over medium-high heat. Cook mahi mahi in olive oil until fish flakes easily, about 3 minutes per side.
Place mahi mahi slices in taco shells and top with mango salsa.",4.8,"Total Fat 18g 23%, Saturated Fat 3g 13%, Cholesterol 62mg 21%, Sodium 290mg 13%, Total Carbohydrate 24g 9%, Dietary Fiber 6g 20%, Total Sugars 8g, Protein 19g, Vitamin C 30mg 152%, Calcium 50mg 4%, Iron 2mg 11%, Potassium 778mg 17%","Prep Time: 20 mins, Cook Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 35 mins, Servings: 8, Yield: 8 tacos",https://www.allrecipes.com/thmb/t3pto_WDxiOXcgCD6l3JQVQdCRE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9179296-cbdc1cd7b64d462baa9191f8d83dad60.jpg
101,Sweet and Kickin' Mango-Habanero Hot Sauce,vegan,https://www.allrecipes.com/recipe/261294/sweet-and-kickin-mango-habanero-hot-sauce/,25 mins,/Side Dish/Sauces and Condiments/Sauces/Wing Sauce Recipes/,20 mins,45 mins,128,1 gallon or more,"2 tablespoons extra virgin olive oil, 1 large sweet onion, chopped, 7  ripe mangoes, cored and chopped, 1  fresh peach, chopped (Optional), ⅓ cup honey, 15  habanero peppers, stemmed, or more to taste, ¼ cup yellow mustard, 2 ½ tablespoons salt, 2 ½ tablespoons paprika, 1 ½ tablespoons ground white pepper, 1 tablespoon ground cumin, ⅓ teaspoon ground allspice, ¼ cup light brown sugar, 1 ½ cups white vinegar, ½ cup apple cider vinegar","Heat olive oil in a skillet over medium heat. Add onion; cook and stir until translucent, about 5 minutes.
Combine the onion, mangoes, peach, honey, habanero peppers, and mustard in a food processor. Process until smooth; mix in salt, paprika, white pepper, cumin, and allspice. Add brown sugar; continue to process until well combined.
Pour mango-habanero mixture into a large saucepan. Bring to a boil. Add white vinegar and apple cider vinegar, stirring frequently until thoroughly combined. Boil until thickened, 10 to 12 minutes. Pour sauce into jars or containers.",5,"Total Fat 0g 0%, Sodium 142mg 6%, Total Carbohydrate 3g 1%, Dietary Fiber 0g 1%, Total Sugars 2g, Protein 0g, Vitamin C 3mg 16%, Calcium 3mg 0%, Iron 0mg 1%, Potassium 23mg 0%","Prep Time: 25 mins, Cook Time: 20 mins, Total Time: 45 mins, Servings: 128, Yield: 1 gallon or more",https://www.allrecipes.com/thmb/XVfX0pUDHAOYeuqSWrT5cYF3RrY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6613614-b8b8d68a5af34ca19443b10e9a243e02.jpg
102,Spicy Mango Sauce,meat,https://www.allrecipes.com/recipe/222189/spicy-mango-sauce/,10 mins,/Side Dish/Sauces and Condiments/Sauces/,,40 mins,2,2 serving,"¾ cup finely minced mango, ¼ cup seasoned rice vinegar,   juice from one lime, ½ small Thai chile pepper, minced, 1 clove garlic, crushed, 1 teaspoon hot chile paste (such as sambal oelek), 1 tablespoon chopped fresh cilantro","Stir mango, rice vinegar, lime juice, Thai chile pepper, garlic, and hot chile paste in a bowl until well combined. Cover and let rest 30 minutes. Stir in cilantro.









",4.9,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 656mg 29%, Total Carbohydrate 21g 8%, Dietary Fiber 1g 5%, Total Sugars 17g, Protein 1g, Vitamin C 41mg 204%, Calcium 14mg 1%, Iron 0mg 1%, Potassium 156mg 3%","Prep Time: 10 mins, Additional Time: 30 mins, Total Time: 40 mins, Servings: 2, Yield: 2 serving",https://www.allrecipes.com/thmb/c8_71b9qFaiIa0BAjCcpnBk45qc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6688124-fa66207605cf460eb8a57e18be0f6e4e.jpg
